id,key,value,type
151493639,place,hamlet,regular
151493639,wikidata,Q5180255,regular
151495029,highway,traffic_signals,regular
151497145,railway,level_crossing,regular
151500475,highway,motorway_junction,regular
151500475,ref,790,regular
151500573,railway,level_crossing,regular
151503686,natural,tree,regular
151503708,natural,tree,regular
151506594,noexit,yes,regular
151507502,highway,turning_circle,regular
151508572,ele,2,regular
151508572,gnis:County,Harris,regular
151508572,gnis:County_num,201,regular
151508572,gnis:ST_alpha,TX,regular
151508572,gnis:ST_num,48,regular
151508572,id,1380960,gnis
151508572,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151508572,name,Brownwood,regular
151508572,place,hamlet,regular
151514707,highway,traffic_signals,regular
151514800,ele,50,regular
151514800,gnis:County,Montgomery,regular
151514800,gnis:County_num,339,regular
151514800,gnis:ST_alpha,TX,regular
151514800,gnis:ST_num,48,regular
151514800,id,1343107,gnis
151514800,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151514800,name,Oklahoma,regular
151514800,ta,ஓக்லஹோமா,name
151514800,place,hamlet,regular
151515223,highway,traffic_signals,regular
151517462,railway,level_crossing,regular
151519495,noexit,yes,regular
151519689,noexit,yes,regular
151520282,highway,motorway_junction,regular
151520282,ref,51,regular
151520618,railway,level_crossing,regular
151521292,highway,motorway_junction,regular
151521292,ref,126B,regular
151522365,railway,level_crossing,regular
151524278,highway,motorway_junction,regular
151524278,noref,yes,regular
151524671,population,3736;2006,census
151524671,ele,25,regular
151524671,gnis:County,Harris,regular
151524671,gnis:County_num,201,regular
151524671,gnis:ST_alpha,TX,regular
151524671,gnis:ST_num,48,regular
151524671,id,1372828,gnis
151524671,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151524671,name,Bunker Hill Village,regular
151524671,place,village,regular
151524671,population,3736,regular
151526119,railway,level_crossing,regular
151529148,barrier,gate,regular
151529704,railway,level_crossing,regular
151529937,ele,37,regular
151529937,gnis:Class,Populated Place,regular
151529937,gnis:County,Montgomery,regular
151529937,gnis:County_num,339,regular
151529937,gnis:ST_alpha,TX,regular
151529937,gnis:ST_num,48,regular
151529937,id,1378936,gnis
151529937,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151529937,name,Rayford,regular
151529937,place,hamlet,regular
151531267,highway,motorway_junction,regular
151531267,ref,30D,regular
151532029,noexit,yes,regular
151532705,ele,29,regular
151532705,gnis:County,Harris,regular
151532705,gnis:County_num,201,regular
151532705,gnis:ST_alpha,TX,regular
151532705,gnis:ST_num,48,regular
151532705,id,1372681,gnis
151532705,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151532705,name,Bordersville,regular
151532705,place,hamlet,regular
151536176,ele,2,regular
151536176,gnis:County,Harris,regular
151536176,gnis:County_num,201,regular
151536176,gnis:ST_alpha,TX,regular
151536176,gnis:ST_num,48,regular
151536176,id,1379168,gnis
151536176,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151536176,name,Todville,regular
151536176,place,hamlet,regular
151537621,highway,motorway_junction,regular
151537621,noref,yes,regular
151537690,highway,traffic_signals,regular
151538183,railway,level_crossing,regular
151538360,traffic_calming,bump,regular
151539046,ele,20,regular
151539046,gnis:County,Fort Bend,regular
151539046,gnis:County_num,157,regular
151539046,gnis:ST_alpha,TX,regular
151539046,gnis:ST_num,48,regular
151539046,id,1867549,gnis
151539046,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151539046,name,First Colony,regular
151539046,place,hamlet,regular
151539046,wikidata,Q5452756,regular
151539327,highway,give_way,regular
151539791,highway,traffic_signals,regular
151541337,highway,turning_circle,regular
151546982,highway,motorway_junction,regular
151546982,noref,yes,regular
151547070,highway,motorway_junction,regular
151547070,ref,781B,regular
151547646,ele,3,regular
151547646,gnis:County,Galveston,regular
151547646,gnis:County_num,167,regular
151547646,gnis:ST_alpha,TX,regular
151547646,gnis:ST_num,48,regular
151547646,id,1336574,gnis
151547646,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151547646,name,Glen Cove,regular
151547646,place,hamlet,regular
151550055,barrier,gate,regular
151551820,access,private,regular
151551820,barrier,gate,regular
151553024,ele,20,regular
151553024,gnis:County,Harris,regular
151553024,gnis:County_num,201,regular
151553024,gnis:ST_alpha,TX,regular
151553024,gnis:ST_num,48,regular
151553024,id,1360684,gnis
151553024,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151553024,name,Kinwood,regular
151553024,place,hamlet,regular
151554588,barrier,gate,regular
151558294,direction,forward,regular
151558294,highway,stop,regular
151559724,railway,level_crossing,regular
151560144,population,1515;2006,census
151560144,ele,27,regular
151560144,gnis:Class,Populated Place,regular
151560144,gnis:County,Montgomery,regular
151560144,gnis:County_num,339,regular
151560144,gnis:ST_alpha,TX,regular
151560144,gnis:ST_num,48,regular
151560144,id,1388598,gnis
151560144,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151560144,name,Patton Village,regular
151560144,place,village,regular
151560144,population,1515,regular
151561204,highway,turning_circle,regular
151564441,highway,traffic_signals,regular
151564617,barrier,gate,regular
151565543,population,33886;2006,census
151565543,ele,6,regular
151565543,gnis:County,Harris,regular
151565543,gnis:County_num,201,regular
151565543,gnis:ST_alpha,TX,regular
151565543,gnis:ST_num,48,regular
151565543,id,1339426,gnis
151565543,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151565543,name,La Porte,regular
151565543,place,town,regular
151565543,population,33886,regular
151565543,wikidata,Q970829,regular
151565876,noexit,yes,regular
151567440,railway,level_crossing,regular
151572512,population,799;2006,census
151572512,ele,25,regular
151572512,gnis:County,Liberty,regular
151572512,gnis:County_num,291,regular
151572512,gnis:ST_alpha,TX,regular
151572512,gnis:ST_num,48,regular
151572512,id,1337333,gnis
151572512,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151572512,name,Hardin,regular
151572512,place,village,regular
151572512,population,799,regular
151573741,ele,68,regular
151573741,gnis:County,Montgomery,regular
151573741,gnis:County_num,339,regular
151573741,gnis:ST_alpha,TX,regular
151573741,gnis:ST_num,48,regular
151573741,id,1344085,gnis
151573741,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151573741,name,Pinehurst,regular
151573741,place,hamlet,regular
151575901,railway,level_crossing,regular
151576321,railway,level_crossing,regular
151578435,ele,34,regular
151578435,gnis:County,Montgomery,regular
151578435,gnis:County_num,339,regular
151578435,gnis:ST_alpha,TX,regular
151578435,gnis:ST_num,48,regular
151578435,id,2034956,gnis
151578435,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151578435,name,Sleepy Hollow,regular
151578435,place,hamlet,regular
151581431,highway,motorway_junction,regular
151581431,noref,yes,regular
151581515,highway,motorway_junction,regular
151581515,ref,32B,regular
151582113,highway,traffic_signals,regular
151585905,highway,motorway_junction,regular
151585905,noref,yes,regular
151586562,barrier,toll_booth,regular
151586562,toll_method,transponder;cash,regular
151587236,highway,traffic_signals,regular
151588621,highway,turning_circle,regular
151590158,highway,motorway_junction,regular
151590158,noref,yes,regular
151590879,highway,motorway_junction,regular
151590879,ref,38C,regular
151593239,highway,give_way,regular
151593838,highway,motorway_junction,regular
151593838,noref,yes,regular
151596276,highway,traffic_signals,regular
151597506,highway,turning_circle,regular
151597657,highway,turning_circle,regular
151600245,highway,turning_circle,regular
151601068,noexit,yes,regular
151601467,highway,traffic_signals,regular
151601902,railway,level_crossing,regular
151603627,railway,level_crossing,regular
151603902,railway,level_crossing,regular
151605900,barrier,gate,regular
151605959,highway,motorway_junction,regular
151605959,ref,34A,regular
151607496,highway,traffic_signals,regular
151607496,traffic_signals,signal,regular
151607756,noexit,yes,regular
151608013,highway,motorway_junction,regular
151608013,ref,37,regular
151608132,noexit,yes,regular
151608425,highway,motorway_junction,regular
151608425,noref,yes,regular
151611651,ele,81,regular
151611651,gnis:County,Austin,regular
151611651,gnis:County_num,015,regular
151611651,gnis:ST_alpha,TX,regular
151611651,gnis:ST_num,48,regular
151611651,id,1378063,gnis
151611651,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151611651,name,Buckhorn,regular
151611651,place,hamlet,regular
151612661,direction,forward,regular
151612661,highway,stop,regular
151613209,highway,turning_circle,regular
151613384,highway,turning_circle,regular
151613436,highway,traffic_signals,regular
151614246,highway,turning_loop,regular
151618962,highway,turning_circle,regular
151619339,highway,traffic_signals,regular
151621375,highway,traffic_signals,regular
151621375,traffic_signals,signal,regular
151621559,barrier,gate,regular
151621925,highway,turning_circle,regular
151623313,ele,58,regular
151623313,gnis:County,Austin,regular
151623313,gnis:County_num,015,regular
151623313,gnis:ST_alpha,TX,regular
151623313,gnis:ST_num,48,regular
151623313,id,1379480,gnis
151623313,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151623313,name,Burleigh,regular
151623313,place,hamlet,regular
151623313,wikidata,Q14710365,regular
151623792,highway,traffic_signals,regular
151629192,highway,turning_circle,regular
151629304,highway,turning_circle,regular
151630373,ele,9,regular
151630373,gnis:Class,Populated Place,regular
151630373,gnis:County,Chambers,regular
151630373,gnis:County_num,071,regular
151630373,gnis:ST_alpha,TX,regular
151630373,gnis:ST_num,48,regular
151630373,id,2034881,gnis
151630373,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151630373,is_in,"Chambers,Texas,Tex.,TX,USA",regular
151630373,name,Turtle Bayou,regular
151630373,place,hamlet,regular
151632044,railway,level_crossing,regular
151637666,barrier,gate,regular
151638295,crossing,unmarked,regular
151638295,highway,crossing,regular
151647152,highway,traffic_signals,regular
151648840,highway,traffic_signals,regular
151649069,highway,stop,regular
151649691,highway,stop,regular
151652269,crossing,zebra,regular
151652269,highway,crossing,regular
151657372,highway,traffic_signals,regular
151658255,highway,motorway_junction,regular
151658255,noref,yes,regular
151658428,barrier,gate,regular
151659187,highway,traffic_signals,regular
151659755,highway,motorway_junction,regular
151659755,noref,yes,regular
151660849,highway,motorway_junction,regular
151660849,noref,yes,regular
151665751,railway,level_crossing,regular
151666457,highway,motorway_junction,regular
151666457,ref,23B,regular
151666591,highway,motorway_junction,regular
151666591,ref,24A,regular
151671970,highway,give_way,regular
151672407,name,Arcola,regular
151672407,place,village,regular
151672971,railway,level_crossing,regular
151674670,highway,motorway_junction,regular
151674670,noref,yes,regular
151677383,noexit,yes,regular
151678335,highway,motorway_junction,regular
151678335,ref,26A,regular
151679050,railway,level_crossing,regular
151680021,ele,8,regular
151680021,gnis:County,Harris,regular
151680021,gnis:County_num,201,regular
151680021,gnis:ST_alpha,TX,regular
151680021,gnis:ST_num,48,regular
151680021,id,1377710,gnis
151680021,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151680021,name,Wooster,regular
151680021,place,hamlet,regular
151681830,ele,21,regular
151681830,gnis:County,Harris,regular
151681830,gnis:County_num,201,regular
151681830,gnis:ST_alpha,TX,regular
151681830,gnis:ST_num,48,regular
151681830,id,1337531,gnis
151681830,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151681830,name,Heaker,regular
151681830,place,hamlet,regular
151683610,highway,motorway_junction,regular
151683610,ref,14,regular
151683732,highway,motorway_junction,regular
151683732,ref,26,regular
151688877,ele,8,regular
151688877,gnis:County,Harris,regular
151688877,gnis:County_num,201,regular
151688877,gnis:ST_alpha,TX,regular
151688877,gnis:ST_num,48,regular
151688877,id,1373144,gnis
151688877,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151688877,name,Cloverleaf,regular
151688877,place,hamlet,regular
151689390,noexit,yes,regular
151689538,highway,turning_circle,regular
151690104,highway,traffic_signals,regular
151690838,highway,turning_circle,regular
151693048,crossing,uncontrolled,regular
151693048,highway,crossing,regular
151693380,railway,level_crossing,regular
151705157,highway,motorway_junction,regular
151705157,noref,yes,regular
151705987,highway,traffic_signals,regular
151708404,barrier,gate,regular
151709717,highway,traffic_signals,regular
151710604,highway,turning_loop,regular
151712051,highway,traffic_signals,regular
151712236,highway,motorway_junction,regular
151712236,noref,yes,regular
151713038,ele,24,regular
151713038,gnis:County,Fort Bend,regular
151713038,gnis:County_num,157,regular
151713038,gnis:ST_alpha,TX,regular
151713038,gnis:ST_num,48,regular
151713038,id,1378032,gnis
151713038,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151713038,name,Booth,regular
151713038,place,hamlet,regular
151713038,wikidata,Q4943864,regular
151713260,railway,level_crossing,regular
151714029,noexit,yes,regular
151717825,highway,motorway_junction,regular
151717825,ref,48B,regular
151718922,noexit,yes,regular
151720271,noexit,yes,regular
151722232,highway,crossing,regular
151725312,access,private,regular
151725312,barrier,gate,regular
151726178,highway,turning_circle,regular
151726677,highway,turning_loop,regular
151727909,railway,level_crossing,regular
151730035,railway,level_crossing,regular
151733167,ele,17,regular
151733167,gnis:County,Harris,regular
151733167,gnis:County_num,201,regular
151733167,gnis:ST_alpha,TX,regular
151733167,gnis:ST_num,48,regular
151733167,id,1329431,gnis
151733167,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151733167,name,Almeda Plaza,regular
151733167,place,hamlet,regular
151733744,highway,traffic_signals,regular
151734374,highway,motorway_junction,regular
151734374,noref,yes,regular
151734489,railway,level_crossing,regular
151736409,highway,give_way,regular
151746125,noexit,yes,regular
151747344,barrier,gate,regular
151750571,highway,turning_circle,regular
151752652,noexit,yes,regular
151755512,ele,15,regular
151755512,gnis:County,Brazoria,regular
151755512,gnis:County_num,039,regular
151755512,gnis:ST_alpha,TX,regular
151755512,gnis:ST_num,48,regular
151755512,id,1343734,gnis
151755512,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
151755512,name,Pearland,regular
151755512,place,town,regular
151755512,population,91000,regular
